min_p_cent,max_p_grad,max_radius,max_uv,fraction_of_time_in_GLR,maturity_glr0_minus_genesis_ratio,sup_ttl_precip,mi_ttl_precip,huron_ttl_precip,erie_ttl_precip,ont_ttl_precip,sup_ttl_evap,mi_ttl_evap,huron_ttl_evap,erie_ttl_evap,ont_ttl_evap,lat_gen,lon_gen,year,month,season,amo_unsmoothed_value,ao_value,ea_wr_value,enso_best_value,ep_np_value,ipo_value,nao_value,pdo_value,pna_value,pol_value,qbo_value,tnh_value,wp_value
1.7539575028352887,2.6401065054663126,6.790644492603066,0.9576680683033673,0.2,0.8202020181797979,0.008939140759,0.004744773203,0.006957579536,0.007486792174,0.01126764223,0.0177571011410243,0.0156180468502367,0.0103653254177951,0.0098630860079343,0.011143496026174,56.52721312,-86.49646836,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
1.4507282934885177,2.745210071022237,6.61223876676134,0.7632231382300321,0.0,0.1979797981353536,0.007820104288,0.003807271051,0.005325716325,0.008860325377,0.009861102342,0.0145942847374976,0.0122865220671254,0.007910972818734,0.0076117505672965,0.0086176686489679,34.63503566,-87.34260932,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
-0.3639647105500287,3.221919339874156,7.393229256652874,-0.060424460973489164,0.166666667,-0.13257575786742423,0.007253146303,0.03101056785,0.02748445171,0.0173730258,0.02320309035,0.0168128997575222,0.0142906060504118,0.0115321422647163,0.0059499600025666,0.0105894759973516,35.57112079,-103.6197706,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
1.8531313407027088,2.9018872411468317,7.415494054530628,0.33019345800878724,0.111111111,-0.42424242424242425,0.01057529806,0.0105302699,0.01220675329,0.008459036582,0.0132408601,0.0108092577757947,0.009808528197218,0.0084564957319269,0.0051100268466075,0.0082900412449579,46.56429045,-87.8789036,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
1.543973076339904,2.611841810760884,6.3824599071880925,-0.6550079628046758,0.5,0.7424242412575758,0.007815994523,0.009644988353,0.007443718884,0.01693521373,0.0193909854,0.0079132774866566,0.0069804931685202,0.0075940058019285,0.0040727905557615,0.0081454708405858,43.88459544,-105.3555494,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
-0.07690869714590896,2.8127688067799013,7.497139018991717,1.2321119149260786,0.0,1.242424240090909,0.005836808679,0.005265378493,0.007008542282,0.01764799256,0.01949044263,0.0055944944203558,0.0044302300480641,0.0049412092793652,0.0023112659495937,0.00532075090576,34.81109564,-102.4499965,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
-0.8821570249518966,3.3235398249753785,7.25358751170576,-1.7062756203965166,0.125,-0.42424242424242425,0.01043530322,0.007742651861,0.005694692461,0.01698504024,0.01995041759,0.0066391080669709,0.005046173925796,0.0046366259915701,0.0024804192033881,0.004862765388064,41.03329801,-75.50435005,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
-0.4324747767099806,3.2006684353753374,7.57185812230572,0.30178468416009047,0.12,0.3224242416775758,0.01296488182,0.02422948269,0.01367853471,0.02392921601,0.07138634707,0.0088558482887727,0.0074184984810392,0.0022696360739587,0.0014754083975804,0.0031321221516549,39.33979433,-102.9553193,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
1.1073678250229306,2.860220455466601,7.415061227150607,0.21481335287063016,0.0,-0.22979798077020203,0.008990951181,0.006884921569,0.01038940075,0.009384048942,0.01081335698,0.0160313343818595,0.0177204990090006,0.0130537688106779,0.0125875239328406,0.0109980897466854,37.76601172,-76.8907918,1979,1,DJF,-0.173901264,-2.086595602,-0.846279123,0.224352314,2.130958143,0.128272964,-2.023275371,-0.430320075,-1.399966383,0.670368664,5.300417179,0.4,1.40393111
2.47033250686222,2.6943467475334257,6.926851916930395,1.1325591404798059,0.157894737,-0.3014354066985646,0.01180608374,0.01110321061,0.00714234067,0.00620371755,0.002882346551,0.0077247014756554,0.0092865076142036,0.0089670999827574,0.0066564188608236,0.0109170048327798,38.85366283,-102.8388163,1979,2,DJF,-0.133105093,-0.551041631,-0.255759402,-0.285985114,-0.169096933,-0.123999152,-1.10363066,-1.18169472,-2.590425395,1.770808063,7.55925833,-0.57,-0.685810683
